comu,treasurycode,muniname,munitype,county,recordid,block,lot,permitno,status,permitstatusdesc,permitdate,permittype,permittypedesc,certcount,buildfee,plumbfee,electfee,firefee,dcafee,certfee,elevfee,otherfee,totalfee,cubic,squarefeet,constcost,salegained,rentgained,usegroup,usegroupdesc,censusnumber,censusdesc,public,source,sourcedesc,version,processdate,pk,certdate,certtype,certtypedesc,update,storage
0906,0906,JERSEY CITY,CITY,HUDSON,00010002,17907,31.01,20150751,C,Certificate,2015-03-13T04:00:00Z,13,Demolition,1,250,0,0,0,0,0,0,0,250,0,0,15000,-2,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-02-07T05:00:00Z,090600010002,2022-01-05T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00011010,23203,51,20151665,C,Certificate,2015-05-19T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,20000,0,-2,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2021-08-09T04:00:00Z,090600011010,2021-07-07T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00012479,26201,22,20152341,C,Certificate,2015-07-02T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,10000,-1,-1,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2021-12-07T05:00:00Z,090600012479,2021-11-22T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00013626,402,39,20153377,C,Certificate,2015-09-17T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,15000,0,-1,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2021-12-07T05:00:00Z,090600013626,2021-11-23T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00015589,11004,27,20160169,C,Certificate,2016-01-19T05:00:00Z,13,Demolition,1,250,0,0,0,0,0,0,0,250,0,0,20000,0,0,B,Business Uses,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2021-12-07T05:00:00Z,090600015589,2021-11-10T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00016418,403,57,20160976,C,Certificate,2016-03-30T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,20000,-2,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2021-08-09T04:00:00Z,090600016418,2021-07-12T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00016432,2203,38,20160932,C,Certificate,2016-03-24T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,20000,-1,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2020-05-07T04:00:00Z,090600016432,2020-04-13T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00016449,1301,74,20160962,C,Certificate,2016-03-29T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,10000,-3,-3,R-2,"Multiple family dwellings, dormitories, etc.",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2021-06-07T04:00:00Z,090600016449,2021-05-14T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00016517,26906,9,20160804,C,Certificate,2016-03-16T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,20000,-1,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-01-07T05:00:00Z,090600016517,2021-12-02T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00017087,9205,23,20161262,C,Certificate,2016-04-21T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,10000,-2,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2021-12-07T05:00:00Z,090600017087,2021-11-23T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00018189,2702,33,20162004,C,Certificate,2016-06-20T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,12000,0,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2021-08-09T04:00:00Z,090600018189,2021-07-07T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00018400,4301,32,20161781,C,Certificate,2016-06-03T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,25000,-1,-1,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2021-08-09T04:00:00Z,090600018400,2021-07-12T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00018916,12703,1,20162577,C,Certificate,2016-08-03T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,30000,0,0,B,Business Uses,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-07-07T04:00:00Z,090600018916,2022-06-23T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00019105,403,33,20162251,C,Certificate,2016-07-12T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,25000,0,-1,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2021-06-07T04:00:00Z,090600019105,2021-05-07T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00019276,7402,21,20162032+A,C,Certificate,2016-08-03T04:00:00Z,13,Demolition,1,250,0,0,0,0,0,0,0,250,0,0,300000,0,0,S-1,"Storage building, moderate hazard",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2019-03-07T05:00:00Z,090600019276,2019-03-26T04:00:00Z,CA,Certificate of Approval,X,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00019557,5602,2,20163106,C,Certificate,2016-09-08T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,10000,-2,-2,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2021-08-09T04:00:00Z,090600019557,2021-07-07T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00019860,4701,37,20163746,C,Certificate,2016-10-26T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,1000,0,0,S-2,"Storage building, low hazard",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2019-01-07T05:00:00Z,090600019860,2018-12-27T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00019861,4701,36,20163745,C,Certificate,2016-10-26T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,1000,-1,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2019-01-07T05:00:00Z,090600019861,2018-12-27T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00020094,2203,14,20163757,C,Certificate,2016-10-27T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,20000,-2,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2021-08-09T04:00:00Z,090600020094,2021-07-07T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00020125,9606,29,20163409,C,Certificate,2016-10-04T04:00:00Z,13,Demolition,1,250,0,0,0,0,0,0,0,250,0,0,20000,0,0,B,Business Uses,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-03-07T05:00:00Z,090600020125,2022-02-02T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00020164,4701,38,20163383,C,Certificate,2016-10-03T04:00:00Z,13,Demolition,2,250,0,0,0,0,0,0,0,250,0,0,10000,-2,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2019-03-29T04:00:00Z,090600020164,2018-12-27T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00020167,4701,39,20163384,C,Certificate,2016-10-03T04:00:00Z,13,Demolition,1,250,0,0,0,0,0,0,0,250,0,0,10000,-2,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2019-01-07T05:00:00Z,090600020167,2018-12-27T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00021707,1203,59,20170304,C,Certificate,2017-01-26T05:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,20000,-2,-2,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-09-12T04:00:00Z,090600021707,2018-05-23T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00021758,3804,14,20170234,C,Certificate,2017-01-20T05:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,14000,-2,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-08-08T04:00:00Z,090600021758,2022-07-29T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00021813,4901,27,20170273,C,Certificate,2017-01-25T05:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,40000,0,0,B,Business Uses,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-07-07T04:00:00Z,090600021813,2022-06-27T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00022070,29201,3,20170083,C,Certificate,2017-01-10T05:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,20000,-2,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-01-07T05:00:00Z,090600022070,2021-12-20T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00022386,3404,34,20170607,C,Certificate,2017-02-22T05:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,20000,-2,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-03-07T05:00:00Z,090600022386,2022-02-07T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00022544,29801,66,20170381,C,Certificate,2017-02-01T05:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,20000,-1,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-01-07T05:00:00Z,090600022544,2021-12-20T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00022574,9903,6,20170528,C,Certificate,2017-02-16T05:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,25000,0,-2,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2021-08-09T04:00:00Z,090600022574,2021-07-20T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00022746,25804,16,20171044,C,Certificate,2017-03-27T04:00:00Z,13,Demolition,1,250,0,0,0,0,0,0,0,250,0,0,8000,0,0,U,Accessory buildings and miscellaneous structures,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-09-12T04:00:00Z,090600022746,2018-08-02T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00022747,13504,7,20171112,C,Certificate,2017-03-31T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,10000,-3,-3,R-2,"Multiple family dwellings, dormitories, etc.",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-03-07T05:00:00Z,090600022747,2022-02-03T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00022748,13504,13,20171095,C,Certificate,2017-03-30T04:00:00Z,13,Demolition,1,250,0,0,0,0,0,0,0,250,0,0,20000,0,0,M,Mercantile buildings,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-12-07T05:00:00Z,090600022748,2018-11-01T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00023097,19902,36,20170859,C,Certificate,2017-03-10T05:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,10000,-2,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-09-12T04:00:00Z,090600023097,2018-08-29T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00023613,25201,71,20171311,C,Certificate,2017-04-17T04:00:00Z,13,Demolition,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-01-07T05:00:00Z,090600023613,2021-12-20T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00023644,13504,10,20171258,C,Certificate,2017-04-12T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,15000,-2,-2,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-12-07T05:00:00Z,090600023644,2018-11-01T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00023679,3901,24,20171167,C,Certificate,2017-04-05T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,20000,-4,0,R-2,"Multiple family dwellings, dormitories, etc.",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2021-07-07T04:00:00Z,090600023679,2021-06-04T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00023908,19003,2,20171853,C,Certificate,2017-05-30T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,10000,-1,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-10-09T04:00:00Z,090600023908,2018-09-19T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00023910,19003,3,20171854,C,Certificate,2017-05-30T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,15000,0,0,R-2,"Multiple family dwellings, dormitories, etc.",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-10-09T04:00:00Z,090600023910,2018-09-19T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00023911,19003,4,20171852,C,Certificate,2017-05-30T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,10000,0,0,R-2,"Multiple family dwellings, dormitories, etc.",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-10-09T04:00:00Z,090600023911,2018-09-19T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00023912,19003,5,20171850,C,Certificate,2017-05-30T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,15500,0,0,R-2,"Multiple family dwellings, dormitories, etc.",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-10-09T04:00:00Z,090600023912,2018-09-19T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00023951,1402,21,20171859,C,Certificate,2017-05-30T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,200,-2,-2,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-10-09T04:00:00Z,090600023951,2018-09-15T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00023974,4405,20,20171817,C,Certificate,2017-05-25T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,15000,-2,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-10-09T04:00:00Z,090600023974,2018-09-17T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00024047,19302,1.01,20171678,C,Certificate,2017-05-16T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,7500,0,-1,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-03-07T05:00:00Z,090600024047,2022-02-07T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00024088,2104,59,20171914,C,Certificate,2017-05-31T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,20000,-1,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-02-07T05:00:00Z,090600024088,2022-01-31T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00024107,5007,20,20171590,C,Certificate,2017-05-09T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,10000,0,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-01-07T05:00:00Z,090600024107,2021-12-21T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00024220,303,10,20171577,C,Certificate,2017-05-08T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,14000,-2,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2019-01-07T05:00:00Z,090600024220,2018-12-27T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00024277,4307,9,20171520,C,Certificate,2017-05-03T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,20000,-2,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-08-07T04:00:00Z,090600024277,2018-03-08T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00024549,2703,11,20172327,C,Certificate,2017-06-30T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,10000,-1,-1,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-09-12T04:00:00Z,090600024549,2018-08-03T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00024579,13504,14,20172289,C,Certificate,2017-06-28T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,20000,-12,-12,R-2,"Multiple family dwellings, dormitories, etc.",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-12-07T05:00:00Z,090600024579,2018-11-01T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00024588,9803,9,20172290,C,Certificate,2017-06-28T04:00:00Z,13,Demolition,1,250,0,0,0,0,0,0,0,250,0,0,36000,0,0,U,Accessory buildings and miscellaneous structures,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2022-03-07T05:00:00Z,090600024588,2022-02-03T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00024847,9501,4.01,20172186,C,Certificate,2017-06-20T04:00:00Z,13,Demolition,1,250,0,0,0,0,0,0,0,250,0,0,300000,0,0,B,Business Uses,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-11-07T05:00:00Z,090600024847,2018-10-24T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00025176,2603,40,20172639,C,Certificate,2017-07-26T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,18250,-1,-1,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-08-07T04:00:00Z,090600025176,2017-09-01T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00025177,5502,33,20172640,P,Permit,2017-07-26T04:00:00Z,13,Demolition,0,250,0,0,0,0,0,0,0,250,0,0,78000,0,0,S-1,"Storage building, moderate hazard",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2017-08-07T04:00:00Z,090600025177,NA,NA,NA,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00025185,17906,14,20172618,C,Certificate,2017-07-25T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,20000,-1,0,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-07-09T04:00:00Z,090600025185,2018-06-06T04:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00025186,4505,35,20172638,C,Certificate,2017-07-26T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,20000,-2,-2,R-3,"One and two family units, 5 lodgers or less each",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-12-07T05:00:00Z,090600025186,2018-11-27T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00025321,10901,106,20172354,C,Certificate,2017-07-05T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,1,0,-1,R-2,"Multiple family dwellings, dormitories, etc.",999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2018-05-07T04:00:00Z,090600025321,2018-02-13T05:00:00Z,CA,Certificate of Approval,NA,NA
0906,0906,JERSEY CITY,CITY,HUDSON,00025353,11902,23,20172421,C,Certificate,2017-07-11T04:00:00Z,13,Demolition,1,200,0,0,0,0,0,0,0,200,0,0,200,-1,0,R-5,International Residential Code,999,Out of Scope OTHER,NA,SDL,Spatial Data Logic,002,2020-05-07T04:00:00Z,090600025353,2020-04-07T04:00:00Z,CA,Certificate of Approval,NA,NA
